YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
2012,1.0,0,N,V,V,U,4432.0,2,1988.0,4,59378,1
2013,1.0,0,V,N,O,R,4812.0,2,2003.0,6,59378,1
2015,1.0,0,N,V,V,U,3200.0,3,1980.0,4,59410,1
2014,1.0,0,N,V,V,U,4463.0,2,1988.0,4,59421,1
2012,1.0,0,N,V,V,U,1934.0,2,1988.0,4,59421,1
2016,0.99726776,0,N,V,V,U,4500.0,2,1988.0,4,59426,1
2016,0.99726776,0,N,V,V,U,1960.0,2,1988.0,4,59426,1
2012,1.0,0,V,V,V,U,6250.0,2,1988.0,4,59431,0
2014,1.0,0,N,V,V,U,800.0,2,1988.0,4,59482,1
2012,1.0,0,V,N,O,R,1200.0,2,2008.0,3,59508,0
2013,0.493150685,1,N,V,V,U,1100.0,3,1960.0,4,59512,1
2014,0.293150685,0,V,N,O,R,4400.0,3,2006.0,7,59512,0
2012,1.0,0,V,N,O,R,1800.0,3,1950.0,4,59512,0
2013,1.0,0,V,N,O,R,500.0,3,1900.0,4,59512,0
2014,1.0,0,V,N,O,R,500.0,3,1900.0,4,59512,0
2012,1.0,1,V,N,O,R,4045.0,2,2010.0,5,59527,1
2014,1.0,0,N,V,V,U,520.0,2,1970.0,4,59560,0
2014,1.0,0,N,V,V,U,1046.0,3,1960.0,4,59599,1
2013,1.0,0,V,N,O,R,900.0,3,1990.0,4,59599,0
2014,1.0,0,V,N,O,R,900.0,3,1990.0,4,59599,0
2015,1.0,0,N,V,V,U,1450.0,3,1988.0,4,59599,0
2016,0.99726776,0,N,V,V,U,2900.0,3,1980.0,4,59599,1
2012,1.0,0,V,N,O,R,620.0,3,1950.0,4,59599,0
2013,1.0,0,V,N,O,R,620.0,3,1950.0,4,59599,0
2012,1.0,0,V,N,O,R,10900.0,3,2009.0,5,59599,0
2014,1.0,0,V,N,O,R,10900.0,3,2009.0,5,59599,1
2016,0.99726776,0,V,N,O,R,10900.0,3,2009.0,5,59599,1
2014,1.0,0,V,N,O,R,660.0,3,2000.0,3,59599,0
2012,1.0,0,V,N,O,R,5464.0,3,2011.0,5,59599,0
2014,1.0,0,V,N,O,R,4500.0,3,2006.0,4,59599,0
2013,1.0,0,V,N,O,R,700.0,3,1930.0,4,59599,0
2013,0.487671233,0,V,N,O,R,300.0,2,1930.0,2,59636,0
2015,1.0,0,V,N,O,R,550.0,3,1950.0,3,59650,0
2014,1.0,0,V,N,O,R,843.0,2,2008.0,4,59656,1
2013,1.0,0,V,N,O,R,19195.0,2,1970.0,6,60057,1
2012,1.0,0,V,N,O,R,580.0,2,1960.0,3,60139,0
2015,1.0,1,N,V,V,U,520.0,2,1988.0,4,60139,0
2013,1.0,0,V,N,O,R,720.0,2,1945.0,5,60141,1
2015,1.0,0,V,N,O,R,1734.0,2,1986.0,4,60141,0
2016,0.99726776,0,V,N,O,R,11389.0,2,1979.0,10,60159,1
2012,1.0,0,V,N,O,R,3628.0,2,1998.0,6,60159,0
2013,1.0,0,V,V,V,U,1200.0,2,1960.0,4,60159,1
2016,0.99726776,0,V,N,O,R,11768.0,2,1991.0,4,60172,1
2016,0.99726776,0,V,V,V,U,872.0,2,1988.0,4,60338,0
2012,1.0,0,V,N,O,R,2755.0,2,2009.0,3,60346,0
2013,1.0,0,V,N,O,R,1466.0,2,2001.0,4,60346,1
2013,1.0,1,V,N,O,R,225.0,2,1950.0,2,60450,0
2014,1.0,1,V,N,O,R,350.0,2,1960.0,3,60513,0
2012,1.0,0,V,N,O,R,350.0,2,1900.0,3,60572,0
2012,1.0,0,V,N,O,R,400.0,2,1750.0,3,60612,1
2013,0.495890411,0,N,V,V,U,191.0,2,1960.0,4,60661,0
2012,0.196721311,0,V,V,V,U,634.0,1,1960.0,4,61001,0
2012,1.0,0,N,V,V,U,900.0,1,1988.0,4,61001,0
2012,1.0,0,V,V,V,U,2800.0,1,1980.0,4,61006,0
2014,0.709589041,0,V,V,V,U,2000.0,1,1960.0,4,61006,0
2013,0.495890411,0,V,V,V,U,400.0,1,1960.0,4,61169,0
2014,1.0,0,V,N,O,R,11000.0,1,1898.0,7,61483,1
2012,1.0,0,V,N,O,R,3900.0,1,1976.0,5,61483,0
2013,1.0,0,V,N,O,R,3900.0,1,1976.0,5,61483,1
2015,0.517808219,0,V,N,O,R,568.0,2,1980.0,3,62041,0
2013,1.0,0,V,N,O,R,362.0,2,1700.0,3,62041,0
2013,0.41369863,0,N,V,V,U,272.0,2,1960.0,4,62041,0
2016,1.0,1,N,V,V,U,150.0,2,1960.0,4,62108,0
2016,1.0,0,V,N,O,R,750.0,2,2010.0,5,62108,0
2014,1.0,0,V,V,V,U,630.0,2,1960.0,4,62108,0
2016,0.99726776,0,V,V,V,U,630.0,2,1960.0,4,62108,0
2012,1.0,0,V,V,V,U,465.0,2,1980.0,4,62108,0
2013,0.161643836,0,V,V,V,U,465.0,2,1980.0,4,62108,0
2013,0.161643836,0,V,V,V,U,225.0,2,1980.0,4,62108,0
2013,0.301369863,0,V,V,V,U,120.0,2,1980.0,4,62108,0
2016,0.99726776,0,V,N,O,R,690.0,2,1930.0,4,62108,0
2013,0.161643836,0,V,N,O,R,280.0,2,1960.0,3,62108,0
2015,1.0,0,V,N,O,R,520.0,2,1960.0,4,62108,0
2012,1.0,0,V,V,V,U,200.0,2,1980.0,4,62108,0
2016,1.0,0,N,V,V,U,145.0,2,1980.0,4,62108,0
2013,0.41369863,0,V,V,V,U,420.0,2,1960.0,4,62108,0
2014,0.747945205,0,V,V,V,U,1350.0,2,1980.0,4,62108,1
2015,1.0,0,V,N,O,R,1300.0,2,1990.0,3,62108,0
2012,1.0,0,V,V,V,U,550.0,2,1960.0,4,62108,1
2013,0.495890411,0,V,V,V,U,550.0,2,1960.0,4,62108,0
2015,1.0,0,V,N,O,R,630.0,2,1990.0,5,62108,0
2013,1.0,0,V,V,V,U,3950.0,2,1988.0,4,62108,1
2014,0.0,0,V,V,V,U,180.0,2,1988.0,4,62108,0
2014,1.0,0,V,N,O,R,1650.0,2,1990.0,3,62108,0
2015,1.0,0,V,N,O,R,1650.0,2,1990.0,3,62108,0
2013,1.0,0,V,V,V,U,2500.0,2,1988.0,4,62108,0
2014,0.838356164,0,V,N,O,R,290.0,2,1970.0,4,62119,1
2013,1.0,0,V,N,O,R,850.0,2,1900.0,5,62160,1
2013,1.0,0,V,N,O,R,2407.0,2,2010.0,4,62160,0
2014,1.0,0,V,N,O,R,10207.0,2,1970.0,6,62160,0
2012,1.0,1,V,V,V,U,210.0,2,1970.0,4,62160,0
2012,0.06557377,0,V,N,O,R,2397.0,2,2011.0,4,62160,0
2016,0.99726776,0,V,N,O,R,1140.0,2,1900.0,4,62160,1
2012,1.0,0,V,N,O,R,1100.0,2,1960.0,4,62160,1
2013,1.0,0,V,N,O,R,166.0,2,1960.0,3,62160,0
2015,1.0,0,N,V,V,U,6270.0,2,1960.0,4,62193,1
2013,1.0,0,V,N,O,R,380.0,2,2008.0,3,62193,0
2012,1.0,0,V,N,O,R,1010.0,2,1980.0,5,62193,0
2013,1.0,0,V,N,O,R,1010.0,2,1980.0,5,62193,0
2012,1.0,0,V,N,O,R,100.0,2,1930.0,4,62193,0
2014,0.495890411,0,V,N,O,R,100.0,2,1930.0,4,62193,0
2012,1.0,0,V,V,V,U,445.0,2,1960.0,4,62193,0
2015,1.0,0,V,V,V,U,445.0,2,1960.0,4,62193,0
2012,1.0,0,V,V,V,U,7200.0,2,1980.0,4,62193,0
2013,1.0,0,V,V,V,U,7200.0,2,1980.0,4,62193,0
2013,1.0,0,V,V,V,U,6000.0,2,1980.0,4,62193,1
2013,1.0,0,V,N,O,R,2225.0,2,1995.0,6,62193,0
2014,1.0,0,V,N,O,R,2225.0,2,1995.0,6,62193,0
2012,1.0,0,V,V,V,U,850.0,2,1988.0,4,62193,0
2013,1.0,0,V,N,O,R,335.0,2,1950.0,4,62193,0
2016,0.99726776,0,N,V,V,U,1300.0,2,1988.0,4,62201,0
2013,1.0,0,V,N,O,R,3147.0,2,1960.0,5,62201,0
2015,1.0,0,V,N,O,R,3147.0,2,1960.0,5,62201,0
2015,1.0,0,V,N,O,R,700.0,2,1988.0,3,62201,0
2015,1.0,0,V,N,O,R,2100.0,2,2009.0,4,62201,0
2013,1.0,0,V,N,O,R,480.0,2,1970.0,2,62201,0
2014,1.0,0,V,N,O,R,632.0,2,1970.0,3,62201,0
2015,1.0,0,V,N,O,R,632.0,2,1970.0,3,62201,1
2013,1.0,0,V,N,O,R,520.0,2,1970.0,2,62201,0
2015,1.0,0,V,N,O,R,1398.0,2,1970.0,5,62201,0
2015,1.0,0,V,N,O,R,1590.0,2,1970.0,5,62201,1
2016,1.0,0,V,N,O,R,728.0,2,1968.0,4,62201,0
2012,1.0,0,V,N,O,R,2800.0,2,1970.0,5,62201,1
2013,1.0,0,V,N,O,R,1677.0,2,1970.0,3,62201,0
2016,0.99726776,0,V,N,O,R,1677.0,2,1970.0,3,62201,0
2013,1.0,0,V,N,O,R,1000.0,2,1998.0,2,62201,0
2015,1.0,0,V,N,O,R,1000.0,2,1998.0,2,62201,0
2014,1.0,0,V,V,V,U,1630.0,2,1988.0,4,62201,0
2016,0.99726776,0,V,V,V,U,1630.0,2,1988.0,4,62201,0
2012,1.0,0,V,N,O,R,499.0,2,2007.0,3,62261,0
2014,1.0,0,V,N,O,R,1700.0,2,2009.0,4,62261,1
2016,1.0,0,V,N,O,R,1011.0,2,2014.0,3,62300,0
2014,1.0,0,V,N,O,R,991.0,2,2012.0,3,62318,0
2013,0.0,0,V,V,V,U,1750.0,2,1970.0,4,62498,0
2016,0.893442623,0,V,N,O,R,864.0,2,1950.0,3,62516,0
2016,0.99726776,0,N,V,V,U,2000.0,2,1988.0,4,62571,0
2013,0.468493151,0,N,V,V,U,800.0,2,1988.0,4,62571,0
2014,1.0,0,N,V,V,U,600.0,2,1988.0,4,62571,0
2013,1.0,0,N,V,V,U,840.0,2,1980.0,4,62571,0
2015,1.0,0,N,V,V,U,2800.0,2,1988.0,4,62571,0
2013,1.0,0,N,V,V,U,1050.0,2,1988.0,4,62571,0
2013,1.0,0,V,N,O,R,1680.0,2,2007.0,4,62571,0
2014,1.0,0,V,V,V,U,560.0,2,1980.0,4,62571,0
2012,1.0,0,V,V,V,U,1500.0,2,1980.0,4,62571,0
2013,0.15890411,0,V,V,V,U,1500.0,2,1980.0,4,62571,0
2012,1.0,0,N,V,V,U,580.0,2,1980.0,4,62571,1
2012,1.0,0,N,V,V,U,300.0,2,1980.0,4,62571,0
2013,1.0,0,V,V,V,U,940.0,2,1980.0,4,62571,0
2012,1.0,0,N,V,V,U,600.0,2,1980.0,4,62571,0
2012,1.0,0,N,V,V,U,1989.0,2,1980.0,4,62643,0
2015,1.0,0,V,N,O,R,1171.0,2,2011.0,2,62645,0
2014,0.884931507,0,V,N,O,R,2535.0,2,1980.0,7,62826,0
2013,1.0,0,V,V,O,R,1500.0,2,1975.0,10,62826,1
2014,1.0,0,V,N,O,R,820.0,2,1950.0,4,62826,0
2013,1.0,0,V,N,O,R,4400.0,2,1990.0,7,62826,0
2013,0.161643836,0,V,N,O,R,3350.0,2,1986.0,5,62826,0
2014,1.0,0,V,N,O,R,1300.0,2,1990.0,5,62826,0
2012,0.713114754,0,V,N,O,R,2200.0,2,1988.0,7,62826,0
2013,0.41369863,0,V,N,O,R,2200.0,2,1988.0,7,62826,1
2012,0.50273224,0,V,N,O,R,4250.0,2,1977.0,5,62826,0
2012,1.0,0,V,N,O,R,600.0,2,1960.0,4,62826,0
2014,1.0,0,V,N,O,R,990.0,2,1960.0,5,62826,0
2014,1.0,0,V,V,V,U,3275.0,2,1980.0,4,62826,1
2016,0.99726776,0,V,V,V,U,2400.0,2,1980.0,4,62826,1
2014,1.0,0,V,N,O,R,750.0,2,1990.0,5,62826,0
2015,1.0,0,V,N,O,R,750.0,2,1990.0,5,62826,0
2016,0.99726776,0,V,N,O,R,590.0,2,1988.0,4,62826,0
2012,1.0,0,V,N,O,R,1050.0,2,1960.0,5,62826,0
2014,1.0,0,V,N,O,R,1050.0,2,1960.0,5,62826,0
2016,0.494535519,0,V,N,O,R,450.0,2,1988.0,3,62826,0
2016,0.99726776,0,V,N,O,R,480.0,2,1960.0,4,62826,0
2013,0.632876712,0,V,V,V,U,1700.0,2,1988.0,4,62826,0
2014,0.495890411,0,V,N,O,R,400.0,2,1988.0,4,62826,0
2012,1.0,1,V,V,V,U,280.0,2,1970.0,4,62826,1
2015,1.0,0,V,N,O,R,1600.0,2,1988.0,5,62826,0
2015,1.0,0,V,N,O,R,1400.0,2,1990.0,5,62826,0
2012,1.0,0,V,V,V,U,1220.0,2,1980.0,4,62826,0
2012,0.0,0,V,V,V,U,800.0,2,1980.0,4,62826,0
2013,0.0,0,V,V,V,U,800.0,2,1980.0,4,62826,0
2013,1.0,0,V,V,V,U,965.0,2,1988.0,4,62899,0
2016,0.99726776,0,V,V,V,U,965.0,2,1988.0,4,62899,0
2013,1.0,0,N,V,V,U,980.0,2,1988.0,4,62916,0
2012,1.0,0,N,V,V,U,900.0,2,1970.0,4,62916,0
2012,1.0,0,V,V,V,U,474.0,2,1988.0,4,62916,0
2014,0.471232877,0,V,V,V,U,465.0,2,1980.0,4,62917,0
2012,1.0,0,V,V,V,U,570.0,2,1980.0,4,62917,1
2012,1.0,0,N,V,V,U,350.0,2,1960.0,4,62917,0
2012,1.0,0,V,V,V,U,1750.0,2,1980.0,4,62917,1
2012,1.0,0,V,N,O,R,400.0,1,1980.0,3,63014,0
2016,0.99726776,0,V,N,O,R,400.0,1,1980.0,3,63014,0
2013,1.0,0,V,V,V,U,420.0,1,1960.0,4,63014,0
2015,1.0,0,V,V,V,U,420.0,1,1960.0,4,63014,0
2012,1.0,0,V,N,O,R,6600.0,1,2000.0,3,63014,0
2014,1.0,1,N,V,V,U,3500.0,1,1988.0,4,63032,0
2012,1.0,0,V,N,O,R,5490.0,1,1970.0,5,63032,0
2012,1.0,0,V,N,O,R,600.0,1,1990.0,4,63032,0
2016,0.99726776,0,V,N,O,R,600.0,1,1990.0,4,63032,0
2013,0.747945205,0,V,N,O,R,2985.0,1,1960.0,5,63032,0
2015,1.0,0,V,N,O,R,1050.0,1,2000.0,4,63032,0
2014,0.0,1,V,V,V,U,630.0,1,1970.0,4,63032,1
2013,1.0,0,N,V,V,U,1558.0,1,1988.0,4,63070,1
2016,0.99726776,0,N,V,V,U,1558.0,1,1988.0,4,63070,0
2015,1.0,0,V,N,O,R,1200.0,1,1960.0,5,63075,0
2014,1.0,0,V,N,O,R,1800.0,1,2009.0,5,63075,0
2014,1.0,0,V,N,O,R,4575.0,1,1975.0,2,63075,0
2015,1.0,0,V,N,O,R,2250.0,1,1980.0,3,63075,1
2016,1.0,0,V,N,O,R,2250.0,1,1980.0,3,63075,0
2013,1.0,0,V,N,O,R,3781.0,1,1970.0,5,63075,1
2015,1.0,0,V,N,O,R,3500.0,1,2014.0,4,63075,1
2016,0.836065574,0,V,N,O,R,1400.0,1,1963.0,4,63075,1
2014,1.0,0,V,N,O,R,600.0,1,1990.0,3,63075,0
2013,0.665753425,0,V,V,V,U,4070.0,1,1980.0,4,63075,0
2013,1.0,0,V,V,V,U,1356.0,1,1980.0,4,63075,0
2015,1.0,0,V,V,V,U,1356.0,1,1980.0,4,63075,0
2013,1.0,0,V,N,O,R,3910.0,1,1960.0,5,63075,1
2016,0.99726776,0,V,N,O,R,3910.0,1,1960.0,5,63075,0
2012,1.0,0,V,N,O,R,450.0,1,1950.0,4,63075,0
2013,0.747945205,0,V,N,O,R,450.0,1,1950.0,4,63075,0
2015,1.0,0,V,N,O,R,450.0,1,1950.0,4,63075,0
2013,1.0,0,V,V,V,U,1740.0,1,1980.0,4,63075,0
2015,1.0,0,V,N,O,R,2760.0,1,1970.0,4,63075,1
2013,1.0,0,V,N,O,R,3200.0,1,1980.0,4,63075,1
2014,1.0,0,V,N,O,R,3625.0,1,1998.0,3,63075,0
2013,1.0,0,V,N,O,R,1798.0,1,1960.0,5,63075,1
2012,1.0,0,V,N,O,R,2150.0,1,1983.0,4,63075,0
2013,0.747945205,0,V,N,O,R,2150.0,1,1983.0,4,63075,0
2016,0.99726776,0,N,V,V,U,4200.0,1,1980.0,4,63075,1
2013,1.0,0,V,N,O,R,1330.0,1,1954.0,4,63075,1
2015,1.0,0,V,N,O,R,1330.0,1,1954.0,4,63075,0
2013,1.0,0,V,N,O,R,992.0,1,2003.0,4,63075,0
2013,1.0,0,V,N,O,R,1200.0,1,1900.0,4,63103,0
2013,1.0,0,N,V,V,U,450.0,2,1980.0,4,63113,0
2012,1.0,0,N,V,V,U,4100.0,2,1980.0,4,63113,1
2016,0.99726776,0,V,N,O,R,2300.0,2,1750.0,4,63113,0
2012,1.0,0,N,V,V,U,2000.0,2,1988.0,4,63113,1
2014,1.0,0,V,N,O,R,2016.0,2,2008.0,5,63113,0
2012,1.0,0,V,N,O,R,1500.0,2,2008.0,5,63113,0
2016,1.0,0,N,V,V,U,910.0,2,1980.0,4,63113,0
2013,1.0,0,N,V,V,U,580.0,2,1988.0,4,63113,0
2016,1.0,0,V,N,O,R,3015.0,2,2007.0,6,63113,0
2014,1.0,0,V,N,O,R,4930.0,2,1994.0,5,63113,1
2012,1.0,0,V,N,O,R,1554.0,2,2010.0,4,63113,0
2013,1.0,0,V,N,O,R,1554.0,2,2010.0,4,63113,1
2016,0.99726776,0,V,N,O,R,2500.0,2,2011.0,7,63113,0
2015,1.0,0,V,N,O,R,700.0,2,1930.0,3,63113,0
2016,1.0,0,V,N,O,R,3805.0,1,1970.0,4,63113,0
2014,1.0,0,V,N,O,R,2700.0,2,1967.0,3,63113,1
2013,1.0,0,V,N,O,R,2620.0,2,2012.0,6,63113,1
2015,1.0,0,V,N,O,R,600.0,2,1960.0,5,63113,0
2015,1.0,0,V,N,O,R,4955.0,2,1985.0,3,63113,0
2016,0.99726776,0,V,N,O,R,4955.0,2,1985.0,3,63113,0
2013,1.0,0,V,N,O,R,1210.0,1,1970.0,3,63113,1
2012,1.0,0,V,N,O,R,1300.0,2,2000.0,4,63113,0
2012,1.0,0,V,N,O,R,650.0,2,1900.0,6,63113,0
2013,0.0,0,V,V,V,U,1083.0,2,1970.0,4,63113,0
2013,1.0,0,V,N,O,R,2050.0,2,1970.0,5,63113,0
2016,0.99726776,0,V,N,O,R,2650.0,2,1960.0,5,63113,0
2012,1.0,0,V,V,V,U,3950.0,1,1980.0,4,63113,1
2012,1.0,0,V,V,V,U,800.0,2,1980.0,4,63113,0
2013,1.0,0,V,N,O,R,600.0,2,1960.0,4,63113,0
2012,1.0,0,V,N,O,R,3100.0,1,1960.0,4,63113,0
2013,0.747945205,0,V,N,O,R,3100.0,1,1960.0,4,63113,0
2016,0.99726776,0,V,N,O,R,3100.0,1,1960.0,4,63113,0
2013,1.0,0,V,N,O,R,596.0,2,1990.0,4,63113,0
2013,0.747945205,0,V,N,O,R,1100.0,2,1960.0,5,63113,0
2015,1.0,0,V,N,O,R,900.0,2,1930.0,5,63113,0
2014,1.0,0,V,V,V,U,10300.0,1,1970.0,4,63113,0
2012,1.0,0,V,N,O,R,1020.0,2,1960.0,5,63113,0
2012,1.0,0,V,N,O,R,222.0,2,1900.0,5,63113,0
2012,1.0,0,V,N,O,R,700.0,2,1900.0,4,63113,0
2013,1.0,0,V,N,O,R,700.0,2,1900.0,4,63113,0
2015,1.0,0,V,N,O,R,1595.0,2,1960.0,5,63113,0
2016,0.99726776,0,V,N,O,R,6375.0,2,1962.0,5,63113,1
2014,1.0,0,V,V,V,U,673.0,2,1960.0,4,63113,0
2016,0.99726776,0,V,V,V,U,673.0,2,1960.0,4,63113,0
2013,0.747945205,0,V,N,O,R,1083.0,2,1960.0,5,63113,0
2014,1.0,0,V,N,O,R,1083.0,2,1960.0,5,63113,0
2012,0.74863388,0,V,N,O,R,1139.0,2,1960.0,6,63113,1
2013,1.0,0,V,N,O,R,4055.0,2,1983.0,5,63113,0
2014,1.0,0,V,N,O,R,4055.0,2,1983.0,5,63113,1
2013,1.0,0,V,N,O,R,4400.0,2,1998.0,5,63113,1
2012,1.0,0,V,V,V,U,1500.0,2,1960.0,4,63113,0
2012,1.0,0,V,N,O,R,750.0,2,1960.0,4,63113,0
2016,0.99726776,0,V,N,O,R,2500.0,2,1900.0,5,63113,0
2014,1.0,0,N,V,V,U,1142.0,2,1980.0,4,63113,0
2015,1.0,0,V,N,O,R,720.0,2,1960.0,5,63113,0
2015,1.0,0,V,N,O,R,3664.0,2,1960.0,4,63113,0
2015,1.0,0,V,N,O,R,1156.0,2,2000.0,5,63113,0
2012,1.0,0,V,N,O,R,6851.0,2,1980.0,3,63113,1
2016,0.99726776,0,V,N,O,R,1936.0,2,1930.0,7,63113,0
2012,1.0,0,V,V,V,U,1640.0,2,1980.0,4,63113,1
2012,1.0,0,V,N,O,R,1130.0,2,1955.0,5,63113,0
2012,1.0,0,V,N,O,R,2210.0,2,1970.0,3,63113,0
2014,1.0,0,V,N,O,R,2210.0,2,1970.0,3,63113,0
2015,1.0,0,V,N,O,R,2210.0,2,1970.0,3,63113,0
2014,1.0,0,V,N,O,R,6048.0,2,1960.0,5,63113,0
2014,1.0,0,V,N,O,R,1170.0,2,1920.0,4,63113,0
2015,1.0,0,V,N,O,R,1170.0,2,1920.0,4,63113,0
2014,1.0,0,V,N,O,R,2700.0,2,1960.0,3,63113,0
2015,1.0,0,V,N,O,R,2700.0,2,1960.0,3,63113,0
2013,1.0,0,V,V,V,U,783.0,2,1980.0,4,63113,0
2012,1.0,0,V,N,O,R,2200.0,2,2002.0,5,63113,0
2016,0.99726776,0,N,V,V,U,2000.0,2,1980.0,4,63113,0
2012,1.0,0,N,V,V,U,1500.0,2,1980.0,4,63113,0
2012,1.0,0,N,V,V,U,700.0,2,1980.0,4,63113,0
2014,1.0,0,V,N,O,R,1495.0,2,1950.0,3,63113,0
2015,1.0,0,V,N,O,R,1100.0,2,2003.0,4,63113,0
2016,0.99726776,0,V,N,O,R,1100.0,2,2003.0,4,63113,0
2014,1.0,0,V,N,O,R,4030.0,2,1960.0,6,63113,0
2013,1.0,0,N,V,V,U,1187.0,2,1980.0,4,63113,0
2016,1.0,0,N,V,V,U,1187.0,2,1980.0,4,63113,0
2016,1.0,0,V,N,O,R,2800.0,2,1970.0,5,63113,0
2012,1.0,0,V,N,O,R,795.0,2,1999.0,4,63113,0
2012,1.0,0,V,N,O,R,1314.0,1,2003.0,5,63113,0
2015,1.0,0,V,V,V,U,7988.0,1,1980.0,4,63124,0
2016,0.99726776,0,V,V,V,U,7988.0,1,1980.0,4,63124,0
2013,1.0,0,N,V,V,U,585.0,1,1970.0,4,63178,0
2012,1.0,0,V,N,O,R,400.0,1,2011.0,2,63284,0
2012,1.0,0,V,N,O,R,1389.0,1,1987.0,3,63300,0
2013,0.709589041,0,N,V,V,U,400.0,1,1980.0,4,63300,0
2016,1.0,0,V,N,O,R,7500.0,1,1967.0,6,63308,0
2016,0.99726776,0,N,V,V,U,1200.0,1,1960.0,4,63430,0
2013,1.0,0,V,N,O,R,380.0,1,1960.0,5,63470,0
2014,1.0,0,V,N,O,R,2586.0,2,2007.0,3,64024,0
2014,1.0,0,N,V,V,U,800.0,2,1988.0,4,64024,0
2012,1.0,0,N,V,V,U,2900.0,2,1988.0,4,64024,0
2013,1.0,0,N,V,V,U,2900.0,2,1988.0,4,64024,0
2013,0.0,0,N,V,V,U,3473.0,2,1980.0,4,64024,0
2014,1.0,0,N,V,V,U,1776.0,2,1988.0,4,64024,0
2015,1.0,0,N,V,V,U,2157.0,2,1988.0,4,64024,1
2012,1.0,0,N,V,V,U,1020.0,2,1988.0,4,64024,0
2016,0.99726776,0,N,V,V,U,1323.0,2,1980.0,4,64024,1
2013,1.0,1,N,V,V,U,1376.0,2,1980.0,4,64024,0
2012,1.0,0,V,N,O,R,1784.0,2,1964.0,4,64024,1
2015,1.0,0,V,N,O,R,1784.0,2,1964.0,4,64024,1
2015,1.0,1,V,N,O,R,1820.0,2,1995.0,4,64024,0
2013,1.0,0,V,N,O,R,2000.0,2,2008.0,4,64024,0
2012,1.0,0,V,V,V,U,280.0,2,1970.0,4,64024,0
2012,1.0,1,V,N,O,R,6417.0,2,1998.0,2,64024,1
2016,0.99726776,1,V,N,O,R,6417.0,2,1998.0,2,64024,0
2016,0.99726776,0,N,V,V,U,3496.0,2,1988.0,4,64102,0
2012,1.0,0,N,V,V,U,7000.0,2,1988.0,4,64102,1
2015,1.0,0,N,V,V,U,690.0,2,1988.0,4,64102,0
2013,1.0,0,N,V,V,U,4118.0,2,1988.0,4,64102,1
2012,1.0,0,N,V,V,U,8000.0,2,1988.0,4,64102,0
2012,1.0,0,V,N,O,R,5600.0,2,2008.0,4,64102,1
2013,1.0,0,V,N,O,R,2015.0,2,2009.0,3,64102,0
2014,1.0,0,V,N,O,R,2015.0,2,2009.0,3,64102,0
2013,1.0,0,V,N,O,R,579.0,2,2009.0,3,64102,0
2013,1.0,0,V,N,O,R,5182.0,2,2010.0,6,64102,1
2014,1.0,0,V,N,O,R,5182.0,2,2010.0,6,64102,0
2016,0.99726776,0,V,N,O,R,5182.0,2,2010.0,6,64102,1
2014,1.0,1,V,N,O,R,4300.0,2,1990.0,4,64102,1
2014,1.0,1,V,N,O,R,2750.0,2,1960.0,4,64102,0
2015,1.0,1,V,N,O,R,2750.0,2,1960.0,4,64102,0
2013,0.479452055,1,V,N,O,R,397.0,2,1950.0,3,64102,0
2013,1.0,0,V,V,V,U,2440.0,2,1980.0,4,64102,1
2013,1.0,0,V,V,V,U,300.0,2,1960.0,4,64102,0
2016,0.99726776,0,V,N,O,R,530.0,2,1970.0,3,64102,0
2015,1.0,0,V,N,O,R,194.0,2,1960.0,2,64102,0
2012,1.0,1,N,V,V,U,750.0,2,1960.0,4,64102,0
2013,0.934246575,0,V,N,O,R,391.0,2,1910.0,3,64122,0
2014,1.0,0,N,V,V,U,900.0,2,1980.0,4,64122,0
2014,1.0,0,N,V,V,U,510.0,2,1960.0,4,64122,0
2016,1.0,0,N,V,V,U,510.0,2,1960.0,4,64122,0
2014,1.0,0,N,V,V,U,600.0,2,1980.0,4,64122,0
2016,0.99726776,0,N,V,V,U,600.0,2,1980.0,4,64122,0
2016,0.99726776,0,V,N,O,R,5634.0,2,1950.0,10,64122,1
2012,1.0,0,N,V,V,U,400.0,2,1960.0,4,64122,0
2012,1.0,0,N,V,V,U,250.0,2,1960.0,4,64122,0
2016,0.99726776,0,N,V,V,U,250.0,2,1960.0,4,64122,0
2012,1.0,0,N,V,V,U,1084.0,2,1960.0,4,64122,0
2014,1.0,0,N,V,V,U,443.0,2,1960.0,4,64122,0
2013,0.0,0,N,V,V,U,1729.0,2,1988.0,4,64122,0
2014,1.0,0,N,V,V,U,540.0,2,1988.0,4,64122,0
2015,1.0,0,N,V,V,U,1200.0,2,1980.0,4,64122,0
2016,0.99726776,0,N,V,V,U,1200.0,2,1980.0,4,64122,0
2012,1.0,0,N,V,V,U,250.0,2,1980.0,4,64122,0
2012,1.0,0,V,V,V,U,280.0,2,1970.0,4,64122,0
2012,1.0,0,V,N,O,R,320.0,2,1930.0,3,64122,1
2012,1.0,0,V,N,O,R,330.0,2,1900.0,3,64122,1
2013,0.580821918,0,V,N,O,R,210.0,2,1900.0,2,64122,0
2014,1.0,0,V,N,O,R,950.0,2,1976.0,4,64122,1
2013,1.0,1,V,N,O,R,1320.0,2,1890.0,3,64122,1
2014,1.0,1,V,N,O,R,3050.0,2,1970.0,8,64122,0
